time en(t) enf(t) enf(t)-en0 svN(t) localEn(t) localEn(t)-localEn0 SzSz(t) corrPerp(t)
0 -352.041 -54.8785 12.7785 0.0363659 0.0342197 0.0342293 0.0342321 0.0342361 0.0342412 0.0342478 0.0342563 0.0342671 0.034281 0.0342989 0.0343219 0.0343219 0.0342989 0.034281 0.0342671 0.0342563 0.0342478 0.0342412 0.0342361 0.0342321 0.0342293 0.0342197 0.036366 -2.81701 -2.23797 -2.23832 -2.23833 -2.23834 -2.23836 -2.23838 -2.23841 -2.23845 -2.2385 -2.23856 -2.23865 -2.23865 -2.23856 -2.2385 -2.23845 -2.23841 -2.23838 -2.23836 -2.23834 -2.23833 -2.23832 -2.23797 -2.81701 0.970179 0.461355 0.503786 0.494776 0.495643 0.495097 0.494975 0.494854 0.49477 0.494692 0.494614 0.494521 0.494521 0.494614 0.494692 0.49477 0.494854 0.494975 0.495097 0.495643 0.494776 0.503786 0.461355 0.970178 0.245958 -0.245577 0.245616 -0.245615 0.245615 -0.245615 0.245614 -0.245614 0.245613 -0.245612 0.24561 -0.246705 1 -0.246705 0.24561 -0.245612 0.245613 -0.245614 0.245614 -0.245615 0.245615 -0.245615 0.245616 -0.245577 0.245958 -5.66281e-17 -3.71833e-16 9.17369e-15 -2.29433e-13 5.79334e-12 -1.48326e-10 3.86124e-09 -1.02514e-07 2.78486e-06 -7.76686e-05 0.00223095 -0.0661646 1 -0.0661646 0.00223095 -7.76686e-05 2.78486e-06 -1.02513e-07 3.86122e-09 -1.48325e-10 5.79318e-12 -2.29419e-13 9.14574e-15 -3.71687e-16 4.3819e-18 
0.1 -352.017 -54.8788 12.7783 0.0363656 0.0342196 0.0342295 0.0342326 0.034237 0.0342426 0.0342498 0.0342591 0.034271 0.0342863 0.034306 0.0343312 0.0343312 0.034306 0.0342863 0.034271 0.0342591 0.0342498 0.0342426 0.034237 0.0342326 0.0342295 0.0342196 0.0363656 -2.81701 -2.23797 -2.23832 -2.23833 -2.23834 -2.23836 -2.23839 -2.23842 -2.23846 -2.23852 -2.23859 -2.23868 -2.23868 -2.23859 -2.23852 -2.23846 -2.23842 -2.23839 -2.23836 -2.23834 -2.23833 -2.23832 -2.23797 -2.81701 0.970179 0.461355 0.503785 0.494774 0.495639 0.495092 0.494968 0.494844 0.494756 0.494673 0.494588 0.494487 0.494487 0.494588 0.494673 0.494756 0.494844 0.494968 0.495092 0.495639 0.494774 0.503785 0.461355 0.970179 0.245957 -0.245576 0.245615 -0.245614 0.245614 -0.245614 0.245613 -0.245613 0.245612 -0.245611 0.245609 -0.246704 1 -0.246704 0.245609 -0.245611 0.245612 -0.245613 0.245613 -0.245614 0.245614 -0.245614 0.245615 -0.245576 0.245957 3.0131e-17 -3.70995e-16 9.13755e-15 -2.29257e-13 5.7904e-12 -1.48289e-10 3.86109e-09 -1.02527e-07 2.78555e-06 -7.7692e-05 0.00223156 -0.0661754 1 -0.0661754 0.00223157 -7.76919e-05 2.78555e-06 -1.02527e-07 3.86106e-09 -1.48287e-10 5.79035e-12 -2.29243e-13 9.18743e-15 -3.70486e-16 1.2964e-17 
0.2 -350.306 -54.4774 13.1797 0.258072 0.0332643 0.0344858 0.0344513 0.0344685 0.0344925 0.0345209 0.0345639 0.0346212 0.0346891 0.0347859 0.0370503 0.0835813 0.0344094 0.0343066 0.0342805 0.0342662 0.0342551 0.0342464 0.0342396 0.0342344 0.0342306 0.0342201 0.0363661 -2.51174 -2.16384 -2.23852 -2.23845 -2.23854 -2.23864 -2.23876 -2.23894 -2.23916 -2.23943 -2.23916 -2.20124 -2.25569 -2.23298 -2.23858 -2.2385 -2.23845 -2.23841 -2.23838 -2.23835 -2.23834 -2.23832 -2.23797 -2.81702 1.27545 0.535481 0.503583 0.494654 0.495446 0.494814 0.494591 0.49433 0.49406 0.493758 0.494015 0.531928 0.477481 0.500191 0.494608 0.494722 0.494818 0.494948 0.495077 0.495629 0.494767 0.50378 0.461352 0.970176 0.241511 -0.240814 0.241299 -0.241265 0.241263 -0.241261 0.241259 -0.241256 0.241252 -0.241247 0.241239 -0.242328 1 -0.242941 0.241249 -0.241263 0.241264 -0.241265 0.241266 -0.241266 0.241267 -0.241267 0.241267 -0.241229 0.241604 5.75513e-17 -2.86513e-16 7.70947e-15 -2.16799e-13 5.54097e-12 -1.49445e-10 3.91362e-09 -1.06717e-07 2.86062e-06 -7.94216e-05 0.00225803 -0.0659827 1 -0.10577 0.00355537 -0.000124462 4.40234e-06 -1.59675e-07 5.92411e-09 -2.24284e-10 8.64199e-12 -3.3805e-13 1.34202e-14 -5.25723e-16 -6.67645e-17 
0.3 -350.277 -54.2631 13.394 0.228481 0.0353964 0.0345634 0.0344753 0.034487 0.0345181 0.0345556 0.0345817 0.0346397 0.0347034 0.0351235 0.0584289 0.0692465 0.0345822 0.0343286 0.0342888 0.0342727 0.0342603 0.0342505 0.034243 0.0342371 0.0342328 0.034222 0.0363674 -2.3183 -2.216 -2.23869 -2.23851 -2.23859 -2.23871 -2.23885 -2.23898 -2.23921 -2.23943 -2.23671 -2.20497 -2.17452 -2.23912 -2.23865 -2.23852 -2.23847 -2.23843 -2.23839 -2.23837 -2.23834 -2.23833 -2.23798 -2.81702 1.4689 0.48332 0.503413 0.494595 0.495393 0.494749 0.494505 0.494281 0.494009 0.493761 0.496462 0.528201 0.558652 0.494055 0.494538 0.494695 0.494795 0.49493 0.495063 0.495617 0.494757 0.503772 0.461345 0.97017 0.244373 -0.243043 0.245859 -0.245901 0.2459 -0.245898 0.245895 -0.245893 0.245889 -0.245884 0.245875 -0.246981 1 -0.246255 0.245883 -0.2459 0.245902 -0.245903 0.245904 -0.245904 0.245905 -0.245905 0.245905 -0.245866 0.246248 -3.84779e-17 -3.13795e-16 8.44148e-15 -2.31207e-13 6.17176e-12 -1.65764e-10 4.31701e-09 -1.10477e-07 2.95959e-06 -8.08713e-05 0.00226364 -0.0669391 1 -0.031595 0.00107418 -4.04667e-05 1.46779e-06 -5.42514e-08 2.03873e-09 -7.79078e-11 3.01917e-12 -1.1863e-13 4.73705e-15 -1.88202e-16 -2.25321e-18 
0.4 -350.245 -54.5925 13.0646 0.303852 0.036134 0.0344898 0.0344061 0.034392 0.0343759 0.0343593 0.0343301 0.0342949 0.0342607 0.0343033 0.0669121 0.0672997 0.0342951 0.0343249 0.0342928 0.0342761 0.0342632 0.0342531 0.0342453 0.0342392 0.0342348 0.0342238 0.0363693 -2.66611 -2.19428 -2.23852 -2.23823 -2.23821 -2.23817 -2.23812 -2.23805 -2.23795 -2.23786 -2.23192 -2.23604 -2.16722 -2.22917 -2.23868 -2.23854 -2.23848 -2.23844 -2.2384 -2.23837 -2.23835 -2.23834 -2.23798 -2.81703 1.12108 0.505041 0.503587 0.494868 0.495775 0.495288 0.495234 0.495218 0.495265 0.495333 0.501257 0.497125 0.565944 0.504001 0.494515 0.494681 0.494784 0.494921 0.495055 0.49561 0.494751 0.503767 0.46134 0.970163 0.244428 -0.242405 0.245099 -0.245182 0.245184 -0.245185 0.245185 -0.245187 0.245188 -0.245191 0.245192 -0.246291 1 -0.246108 0.24518 -0.245176 0.245178 -0.245179 0.24518 -0.24518 0.245181 -0.245181 0.245182 -0.245143 0.245524 -3.89163e-17 -3.09046e-16 7.11532e-15 -1.8299e-13 4.88694e-12 -1.26502e-10 3.33187e-09 -9.07822e-08 2.53943e-06 -7.31408e-05 0.00216859 -0.0659129 1 -0.021101 0.000609429 -1.65838e-05 4.89988e-07 -1.52227e-08 4.98966e-10 -1.72258e-11 6.22842e-13 -2.33888e-14 8.52385e-16 -3.95225e-17 -1.87941e-18 
0.5 -350.21 -54.8836 12.7735 0.348941 0.0339355 0.0344414 0.0343754 0.0343643 0.0343368 0.0343065 0.0342899 0.0342453 0.0342101 0.0338508 0.0489722 0.0808533 0.0341167 0.0343157 0.0342987 0.0342807 0.0342667 0.0342558 0.0342473 0.0342407 0.0342358 0.0342246 0.0363703 -2.9435 -2.13677 -2.23854 -2.23816 -2.23813 -2.23806 -2.23798 -2.23792 -2.2378 -2.23774 -2.23374 -2.23589 -2.24529 -2.22142 -2.23865 -2.23856 -2.2385 -2.23845 -2.23841 -2.23838 -2.23836 -2.23834 -2.23799 -2.81703 0.843687 0.562551 0.503559 0.494946 0.495852 0.495394 0.495377 0.495342 0.495423 0.495452 0.499434 0.497283 0.487879 0.511756 0.494544 0.494657 0.494768 0.494908 0.495045 0.495603 0.494746 0.503763 0.461337 0.970158 0.241698 -0.240105 0.240467 -0.240493 0.240494 -0.240495 0.240497 -0.240498 0.2405 -0.240502 0.240505 -0.24159 1 -0.242825 0.240492 -0.240486 0.240487 -0.240488 0.240489 -0.240489 0.24049 -0.24049 0.240491 -0.240453 0.240826 1.32338e-17 -1.84923e-16 3.83407e-15 -1.18865e-13 3.52364e-12 -1.03812e-10 3.00152e-09 -8.56956e-08 2.48988e-06 -7.35588e-05 0.0021979 -0.0649112 1 -0.0942913 0.00292942 -9.6624e-05 3.16525e-06 -1.07307e-07 3.75668e-09 -1.3545e-10 5.01091e-12 -1.89609e-13 7.31864e-15 -2.86124e-16 3.68187e-17 
0.6 -350.171 -54.6341 13.023 0.285666 0.0327989 0.034525 0.0344419 0.0344587 0.0344787 0.0345029 0.0345454 0.034596 0.0346582 0.0347226 0.0357173 0.0847297 0.0343719 0.0343383 0.0343106 0.0342898 0.0342734 0.0342607 0.0342508 0.0342431 0.0342374 0.0342255 0.0363706 -2.6748 -2.14969 -2.23872 -2.23843 -2.23852 -2.23861 -2.23872 -2.23888 -2.23908 -2.23933 -2.23915 -2.20523 -2.26192 -2.23015 -2.23868 -2.2386 -2.23853 -2.23847 -2.23843 -2.23839 -2.23837 -2.23835 -2.23799 -2.81704 1.11239 0.549632 0.503386 0.494674 0.495466 0.494847 0.494639 0.494386 0.494141 0.493865 0.494029 0.527937 0.471248 0.503026 0.494507 0.494615 0.494734 0.494883 0.495026 0.495589 0.494736 0.503756 0.461333 0.970156 0.241742 -0.24056 0.240673 -0.240654 0.240652 -0.240651 0.240649 -0.240646 0.240642 -0.240637 0.240629 -0.241699 1 -0.242602 0.24064 -0.240649 0.240651 -0.240652 0.240653 -0.240654 0.240655 -0.240655 0.240656 -0.240618 0.240992 -1.56455e-18 -2.60204e-16 5.67137e-15 -1.54696e-13 4.24294e-12 -1.23458e-10 3.51597e-09 -9.90058e-08 2.81688e-06 -8.06883e-05 0.00232775 -0.065547 1 -0.114098 0.00372711 -0.000131092 4.82755e-06 -1.80839e-07 6.88351e-09 -2.65924e-10 1.04113e-11 -4.124e-13 1.65323e-14 -6.53731e-16 -6.01111e-17 
0.7 -350.128 -54.2903 13.3667 0.224442 0.0355101 0.0345679 0.0344821 0.0345013 0.0345402 0.0345874 0.0346279 0.0347038 0.0347805 0.0353657 0.054928 0.0725617 0.0346377 0.0343763 0.0343229 0.0342993 0.0342809 0.0342666 0.0342554 0.0342467 0.0342403 0.0342277 0.036372 -2.33684 -2.21127 -2.23848 -2.23855 -2.23866 -2.2388 -2.23898 -2.23916 -2.23945 -2.2397 -2.23811 -2.20188 -2.18789 -2.23941 -2.23881 -2.23864 -2.23856 -2.2385 -2.23845 -2.23841 -2.23838 -2.23836 -2.238 -2.81704 1.45035 0.488055 0.50362 0.494555 0.495325 0.494652 0.494374 0.494101 0.493765 0.493491 0.495067 0.531293 0.545277 0.493764 0.494383 0.494575 0.494701 0.494857 0.495006 0.495573 0.494723 0.503746 0.461325 0.97015 0.244509 -0.242855 0.245347 -0.245377 0.245374 -0.245372 0.245368 -0.245365 0.24536 -0.245353 0.245342 -0.246432 1 -0.245869 0.245356 -0.245372 0.245375 -0.245376 0.245378 -0.245378 0.245379 -0.24538 0.24538 -0.245342 0.245723 8.96227e-17 -1.70978e-16 5.34095e-15 -1.50583e-13 4.23973e-12 -1.19585e-10 3.38035e-09 -9.58895e-08 2.7417e-06 -7.8951e-05 0.00229521 -0.0666176 1 -0.0430505 0.00147902 -7.03397e-05 2.75295e-06 -1.08348e-07 4.28802e-09 -1.71058e-10 6.87016e-12 -2.78007e-13 1.13268e-14 -4.60134e-16 -1.87155e-18 
0.8 -350.054 -54.4421 13.215 0.277593 0.0376024 0.0344919 0.0344269 0.0344195 0.0344155 0.0344137 0.0343984 0.0343871 0.034377 0.0345536 0.0675898 0.0669276 0.0345336 0.0434751 0.0343273 0.0343078 0.0342864 0.0342712 0.0342593 0.0342501 0.0342432 0.0342304 0.0363748 -2.51166 -2.20807 -2.2382 -2.23832 -2.23832 -2.23832 -2.23833 -2.23831 -2.2383 -2.23829 -2.23253 -2.2319 -2.16306 -2.23042 -2.23525 -2.23698 -2.23859 -2.23852 -2.23846 -2.23842 -2.23839 -2.23837 -2.23801 -2.81705 1.27553 0.491257 0.503899 0.49478 0.495658 0.49513 0.495024 0.494954 0.494917 0.494904 0.500641 0.501267 0.570105 0.502753 0.497937 0.496243 0.494671 0.494839 0.494991 0.495561 0.494713 0.503737 0.461317 0.970138 0.244461 -0.242569 0.245743 -0.24583 0.245832 -0.245832 0.245831 -0.245832 0.245832 -0.245832 0.245831 -0.246943 1 -0.246476 0.24582 -0.245822 0.245825 -0.245827 0.245828 -0.245829 0.24583 -0.24583 0.245831 -0.245792 0.246174 6.5592e-18 -3.33316e-16 4.21231e-15 -1.17026e-13 3.43189e-12 -9.87311e-11 2.74177e-09 -8.03949e-08 2.37415e-06 -7.10318e-05 0.00214674 -0.0664486 1 -0.0145647 0.000280632 1.28484e-05 -1.02589e-06 5.70842e-08 -2.72365e-09 1.22058e-10 -5.30193e-12 2.26521e-13 -9.62963e-15 4.02104e-16 -4.46787e-18 
0.9 -350.001 -54.8137 12.8434 0.34933 0.0353761 0.0344851 0.034385 0.0343728 0.0343468 0.0343187 0.0343019 0.0342582 0.0342325 0.0337969 0.0529993 0.0792892 0.0343501 0.0438256 0.0342965 0.0343165 0.0342921 0.0342756 0.0342627 0.0342527 0.0342453 0.034232 0.0363769 -2.88421 -2.14401 -2.23855 -2.23818 -2.23816 -2.23809 -2.23802 -2.23796 -2.23784 -2.23783 -2.23279 -2.23921 -2.23173 -2.2202 -2.23523 -2.23577 -2.23863 -2.23854 -2.23848 -2.23843 -2.2384 -2.23837 -2.23801 -2.81706 0.902983 0.555313 0.503548 0.494917 0.495825 0.495362 0.49534 0.495304 0.495382 0.495364 0.500384 0.493959 0.501442 0.512974 0.497959 0.497445 0.494638 0.494819 0.494975 0.495548 0.494703 0.503729 0.461311 0.970129 0.241599 -0.240207 0.241144 -0.241205 0.241208 -0.241209 0.241211 -0.241212 0.241213 -0.241216 0.241217 -0.242324 1 -0.243428 0.241183 -0.241237 0.241199 -0.2412 0.241201 -0.241202 0.241203 -0.241204 0.241204 -0.241166 0.241541 4.29054e-17 -7.68068e-17 4.3426e-15 -1.31238e-13 3.98344e-12 -1.05718e-10 2.94818e-09 -8.41292e-08 2.4751e-06 -7.36076e-05 0.00221892 -0.0655155 1 -0.0821867 0.0023329 -7.77077e-05 2.22505e-06 -5.61591e-08 1.29874e-09 -2.46631e-11 1.72363e-13 1.7943e-14 -1.49459e-15 8.24821e-17 -3.61014e-17 
