t=0 enPsi maxBondDim enPhi svn(x) 
2 -31.8885 193 -30.3982 -1.63003e-05 0.000231743 0.00189021 0.0125894 0.0665991 0.209287 0.494795 0.836695 0.755365 0.594487 0.192397 0.0985333 0.0125283 0.00416443 7.72677e-05 1.67829e-05 -3.60653e-05 
2.1 -31.8885 203 -30.3982 -8.35433e-06 0.000391068 0.00265057 0.0168435 0.0804273 0.241148 0.520451 0.863421 0.78761 0.625253 0.219374 0.118496 0.0166084 0.00579361 0.000189568 7.36116e-05 -3.65721e-05 
2.2 -31.8885 213 -30.3982 4.61974e-06 0.00061296 0.00364323 0.0221475 0.0958187 0.274718 0.545579 0.886447 0.815661 0.655369 0.247507 0.140597 0.0216397 0.00789573 0.000354083 0.000152001 -3.53101e-05 
2.3 -31.8885 223 -30.3982 2.41479e-05 0.000916729 0.00492168 0.0286595 0.112721 0.309722 0.570512 0.906292 0.839653 0.685102 0.276661 0.164725 0.0277479 0.0105672 0.000589383 0.000258383 -3.19001e-05 
2.4 -31.8885 234 -30.3982 5.19956e-05 0.00132667 0.00654629 0.0365375 0.13105 0.345876 0.595527 0.923604 0.860032 0.714628 0.306724 0.190721 0.0350533 0.0139151 0.000918393 0.00040128 -2.58792e-05 
2.5 -31.8885 245 -30.3982 9.01918e-05 0.00187339 0.00858414 0.045935 0.150698 0.382887 0.620818 0.939087 0.877484 0.744024 0.337596 0.218389 0.0436647 0.018056 0.0013686 0.000592157 -1.68542e-05 
2.6 -31.8885 256 -30.3982 0.00014106 0.00259452 0.0111077 0.0569938 0.171538 0.420465 0.646482 0.953414 0.892825 0.773271 0.369178 0.247506 0.0536739 0.0231143 0.00197257 0.000846097 -4.51968e-06 
2.7 -31.8885 268 -30.3982 0.000207262 0.00353607 0.0141943 0.0698387 0.193434 0.458316 0.672522 0.967142 0.906874 0.80227 0.401351 0.277838 0.0651502 0.0292194 0.00276822 0.00118237 1.14188e-05 
2.8 -31.8885 278 -30.3982 0.000291821 0.00475275 0.0179233 0.0845698 0.216247 0.49615 0.698862 0.980664 0.920336 0.830875 0.433971 0.309148 0.0781379 0.0365032 0.00379933 0.00162515 3.12986e-05 
2.9 -31.8885 290 -30.3982 0.000398164 0.00630896 0.0223751 0.101259 0.239849 0.533674 0.72537 0.994176 0.933716 0.858917 0.466855 0.341214 0.0926525 0.0450955 0.00511576 0.00220402 5.55354e-05 
3 -31.8885 301 -30.3982 0.00053013 0.0082789 0.0276278 0.119942 0.264124 0.570602 0.751873 1.00769 0.947274 0.886222 0.49979 0.37383 0.108681 0.0551196 0.00677362 0.0029545 8.47076e-05 
3.1 -31.8885 310 -30.3982 0.000692001 0.0107465 0.0337551 0.14062 0.288969 0.606654 0.778188 1.02105 0.961 0.912636 0.53254 0.406815 0.12618 0.0666867 0.00883474 0.00391837 0.000119647 
3.2 -31.8885 320 -30.3982 0.000888459 0.0138053 0.0408229 0.163249 0.314303 0.641569 0.804128 1.034 0.974639 0.938026 0.564863 0.440008 0.145084 0.0798913 0.0113662 0.00514413 0.000161536 
3.3 -31.8885 332 -30.3982 0.00112459 0.0175571 0.0488866 0.187749 0.340053 0.675115 0.829518 1.04622 0.987738 0.962283 0.596534 0.47327 0.165302 0.0948054 0.014439 0.00668751 0.000211983 
3.4 -31.8885 345 -30.3982 0.00140578 0.0221108 0.0579888 0.213996 0.366158 0.707096 0.854199 1.05738 0.999731 0.985319 0.627359 0.506478 0.186725 0.111475 0.0181267 0.00861153 0.000273131 
3.5 -31.8885 476 -30.3982 0.00173713 0.0275778 0.0681554 0.24184 0.392564 0.737368 0.878036 1.06721 1.01005 1.00706 0.657201 0.539523 0.209236 0.129916 0.0224991 0.0109842 0.000347304 
3.6 -31.8885 507 -30.3982 0.00212491 0.0340771 0.0794037 0.271101 0.419222 0.765839 0.900903 1.07555 1.01822 1.02745 0.685981 0.57231 0.232714 0.150121 0.0276322 0.0138857 0.000438197 
3.7 -31.8885 540 -30.3982 0.00257478 0.0417247 0.0917284 0.301561 0.446059 0.792442 0.922651 1.0823 1.0239 1.04637 0.713652 0.604726 0.257019 0.172043 0.0335932 0.0174004 0.000549711 
3.8 -31.8885 574 -30.3982 0.00309213 0.0506323 0.105107 0.332975 0.472994 0.817145 0.943117 1.08747 1.02701 1.06368 0.740203 0.636656 0.282013 0.195604 0.0404426 0.021619 0.000686315 
3.9 -31.8885 606 -30.3982 0.00368188 0.0609031 0.119499 0.365086 0.499932 0.839943 0.962121 1.0912 1.02769 1.07925 0.765643 0.66798 0.307559 0.220693 0.0482305 0.0266367 0.000852903 
4 -31.8885 640 -30.3982 0.00434811 0.0726274 0.134853 0.397623 0.526773 0.860843 0.979459 1.09373 1.02641 1.09289 0.789971 0.698573 0.333525 0.247175 0.0569949 0.0325516 0.00105473 
4.1 -31.8885 671 -30.3982 0.00509379 0.0858779 0.151097 0.430313 0.553412 0.879862 0.994918 1.09543 1.0238 1.10446 0.813152 0.728307 0.359792 0.274892 0.0667588 0.0394625 0.00129719 
4.2 -31.8885 702 -30.3983 0.00592043 0.100706 0.168152 0.462881 0.579742 0.897019 1.00829 1.09678 1.02072 1.11385 0.835104 0.75705 0.386251 0.303667 0.0775296 0.0474664 0.00158566 
4.3 -31.8885 734 -30.3983 0.00682761 0.117136 0.185926 0.495059 0.605661 0.912332 1.01939 1.0983 1.01805 1.12104 0.855689 0.784673 0.412806 0.33331 0.089297 0.0566551 0.00192519 
4.4 -31.8885 766 -30.3983 0.00781258 0.135166 0.20432 0.526589 0.631072 0.925821 1.02811 1.10055 1.01666 1.1261 0.874721 0.811055 0.439377 0.363621 0.102034 0.0671123 0.00232037 
4.5 -31.8885 797 -30.3983 0.00886968 0.154762 0.223229 0.557229 0.655884 0.937511 1.03441 1.10405 1.0173 1.12923 0.891977 0.836082 0.465895 0.394399 0.115697 0.0789103 0.00277499 
4.6 -31.8885 800 -30.3983 0.00999008 0.175858 0.242546 0.586758 0.680015 0.947435 1.03838 1.10923 1.02051 1.13074 0.907233 0.859654 0.492302 0.425442 0.130231 0.0921062 0.00329187 
4.7 -31.8885 800 -30.3983 0.0111614 0.198357 0.262164 0.614982 0.703382 0.955646 1.04022 1.1164 1.02658 1.13105 0.920291 0.881687 0.518545 0.45655 0.145569 0.10674 0.00387263 
4.8 -31.8885 800 -30.3983 0.0123679 0.22213 0.281976 0.641737 0.725904 0.962218 1.04027 1.12575 1.03557 1.13063 0.931012 0.902113 0.544576 0.487533 0.161635 0.122829 0.00451754 
4.9 -31.8885 800 -30.3983 0.0135902 0.247018 0.301882 0.666895 0.747499 0.967258 1.03897 1.13732 1.04732 1.13001 0.939349 0.920882 0.570339 0.518211 0.178352 0.140369 0.0052254 
5 -31.8885 800 -30.3983 0.0148064 0.272835 0.321785 0.690362 0.768081 0.970917 1.03686 1.151 1.0615 1.12966 0.945363 0.937963 0.59577 0.54841 0.195639 0.15933 0.00599338 
5.1 -31.8885 800 -30.3984 0.0159922 0.29937 0.3416 0.712081 0.78756 0.973398 1.0345 1.16656 1.07767 1.13 0.949241 0.953348 0.620785 0.577968 0.213421 0.179657 0.00681689 
5.2 -31.8885 800 -30.3984 0.0171218 0.326394 0.361248 0.732029 0.805846 0.974964 1.03244 1.18362 1.0953 1.13136 0.951287 0.967055 0.645277 0.606731 0.231624 0.201268 0.00768945 
5.3 -31.8885 800 -30.3984 0.0181692 0.353658 0.380665 0.75021 0.822855 0.975943 1.03117 1.20173 1.11386 1.13393 0.951904 0.979136 0.669112 0.634554 0.250184 0.224057 0.00860271 
5.4 -31.8885 800 -30.3984 0.0191094 0.380904 0.399798 0.766654 0.838509 0.976719 1.03103 1.22033 1.13282 1.13781 0.951571 0.98968 0.69213 0.661302 0.269045 0.247894 0.00954665 
5.5 -31.8885 800 -30.3984 0.0199195 0.407865 0.418608 0.781408 0.852748 0.977721 1.03223 1.23886 1.15167 1.14299 0.950799 0.998824 0.714154 0.686854 0.288158 0.272629 0.0105098 
5.6 -31.8885 800 -30.3985 0.0205804 0.434277 0.437069 0.794529 0.865535 0.979389 1.03483 1.2568 1.16995 1.14939 0.950085 1.00675 0.734998 0.711099 0.307481 0.298091 0.01148 
5.7 -31.8885 800 -30.3985 0.0210779 0.459876 0.455167 0.806081 0.876861 0.982142 1.03874 1.27364 1.18725 1.15687 0.949873 1.01368 0.754478 0.733946 0.326977 0.324095 0.0124449 
