t=0 enPsi maxBondDim enPhi svn(x) 
0 -354.685 7 -354.537 0.0158729 0.0151714 0.0151729 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151728 0.0151729 0.0151714 0.0158729 
0.1 -354.685 7 -354.537 -9.06742e-10 -4.83117e-08 -4.49771e-08 -4.49088e-08 -4.49092e-08 -4.49092e-08 -4.49005e-08 -4.46621e-08 5.46536e-07 7.05106e-06 0.0215992 0.0215991 6.78176e-06 5.32334e-07 -4.47206e-08 -4.49159e-08 -4.49207e-08 -4.49207e-08 -4.49207e-08 -4.49207e-08 -4.49208e-08 -4.49005e-08 -4.69993e-08 
0.2 -354.685 7 -354.501 -8.56976e-10 -5.16896e-08 -4.81101e-08 -4.80511e-08 -4.80504e-08 -4.80505e-08 -4.78879e-08 -5.11979e-08 3.64393e-06 -3.82243e-05 0.0245436 0.0245547 -6.70469e-05 6.762e-06 2.95446e-10 -4.75871e-08 -4.80565e-08 -4.80576e-08 -4.80576e-08 -4.80576e-08 -4.80586e-08 -4.807e-08 -5.46223e-08 
0.3 -354.685 7 -354.501 -7.83811e-10 -3.77383e-10 -3.96888e-10 -3.89994e-10 -3.89351e-10 -3.91234e-10 -1.45807e-11 -1.27756e-08 9.13628e-07 -1.31488e-05 0.000612724 0.0006178 -0.000407414 -3.07241e-07 -7.73183e-08 1.79884e-10 -3.48676e-10 -3.49093e-10 -3.4915e-10 -3.49169e-10 -3.4967e-10 -4.82503e-10 -1.42898e-09 
0.4 -354.685 7 -354.479 -8.29357e-10 -4.43775e-08 -4.13299e-08 -4.12562e-08 -4.1258e-08 -4.12579e-08 -4.15741e-08 -3.00931e-08 -3.26675e-06 6.87459e-05 0.018195 0.0181763 0.000593223 0.00624826 -8.68769e-06 6.5456e-07 -4.14923e-08 -4.12719e-08 -4.12883e-08 -4.12883e-08 -4.12874e-08 -4.11676e-08 -3.81014e-08 
0.5 -354.685 7 -354.479 -7.95421e-10 -5.46494e-08 -5.07927e-08 -5.07451e-08 -5.07437e-08 -5.07379e-08 -5.11274e-08 -3.53184e-08 5.29811e-06 -5.64555e-05 0.0268706 0.0269054 -0.000108122 0.00631253 -7.31395e-06 6.55049e-07 -5.37183e-08 -5.06756e-08 -5.07721e-08 -5.07719e-08 -5.07728e-08 -5.07344e-08 -6.02047e-08 
0.6 -354.685 7 -354.479 -8.0984e-10 -1.97882e-09 -1.94329e-09 -1.93166e-09 -1.93022e-09 -1.93686e-09 -6.42677e-10 -4.67003e-08 3.76785e-06 -5.03052e-05 0.00235488 0.00238485 -0.000422558 0.00631225 4.62229e-06 3.69649e-08 -2.21059e-09 -1.84194e-09 -1.86298e-09 -1.86251e-09 -1.8641e-09 -2.13145e-09 -6.00173e-09 
0.7 -354.685 7 -354.479 -8.32839e-10 -3.98913e-08 -3.71733e-08 -3.70933e-08 -3.70962e-08 -3.71039e-08 -3.72555e-08 -2.74537e-08 -7.03942e-06 0.000133535 0.0145185 0.0144978 0.000664361 0.00627171 -4.89308e-06 6.63153e-07 -3.41244e-08 -3.71985e-08 -3.71203e-08 -3.71209e-08 -3.71194e-08 -3.69434e-08 -2.8885e-08 
0.8 -354.685 7 -354.479 -7.97555e-10 -5.68295e-08 -5.2752e-08 -5.27139e-08 -5.27123e-08 -5.26913e-08 -5.4559e-08 1.29696e-08 4.94742e-06 -4.08974e-05 0.0284576 0.0285088 -0.000114339 0.00623396 -8.17691e-06 6.2529e-07 -5.74614e-08 -5.26263e-08 -5.27745e-08 -5.27748e-08 -5.2775e-08 -5.26501e-08 -6.28635e-08 
0.9 -354.685 7 -354.479 -8.0397e-10 -4.79786e-09 -4.62356e-09 -4.60961e-09 -4.60757e-09 -4.6138e-09 -2.36897e-09 -8.72379e-08 8.08904e-06 -0.000106225 0.00500534 0.0050929 -0.000456179 0.00635138 4.81408e-06 2.95853e-08 -6.70485e-09 -4.44662e-09 -4.52195e-09 -4.52012e-09 -4.523e-09 -4.91062e-09 -1.31263e-08 
