t=0 enPsi maxBondDim enPhi svn(x) 
1.8 -61.8396 800 -60.3419 -0.000100434 -0.000316625 -0.000339535 0.00115536 0.00605402 0.0540038 0.142108 0.482772 0.694467 0.720927 0.460151 0.144417 0.0483726 0.00605643 0.000880486 -0.000400737 -0.00043888 -0.00034574 -0.000102979 
1.9 -61.8396 800 -60.3419 -0.000105472 -0.000311123 -0.000294772 0.00181815 0.00842965 0.0668721 0.166433 0.51202 0.7305 0.754924 0.488243 0.169636 0.060019 0.00844472 0.00141835 -0.000357434 -0.000444212 -0.000354004 -0.000108125 
2 -61.8396 800 -60.3419 -0.000109532 -0.000295932 -0.000222669 0.00270578 0.0114602 0.0815316 0.192273 0.540228 0.763529 0.785463 0.515307 0.196559 0.0733094 0.0115025 0.0021393 -0.000281973 -0.000444354 -0.000359597 -0.000112595 
2.1 -61.8396 800 -60.3419 -0.000112329 -0.000268397 -0.000114445 0.00387257 0.0152592 0.0979795 0.219437 0.567838 0.793217 0.812419 0.541755 0.224989 0.0882457 0.0153504 0.00308797 -0.000163506 -0.000438192 -0.000362486 -0.0001162 
2.2 -61.8396 800 -60.3419 -0.000113511 -0.000225037 4.14441e-05 0.00538136 0.0199445 0.116171 0.247752 0.595291 0.819378 0.835818 0.568004 0.254731 0.104793 0.0201151 0.00431662 1.19608e-05 -0.000423744 -0.000362569 -0.000118733 
2.3 -61.8396 800 -60.3419 -0.000112607 -0.000161126 0.000260011 0.00730356 0.0256345 0.136022 0.27707 0.622951 0.842015 0.85586 0.594406 0.2856 0.122881 0.0259253 0.00588535 0.000261849 -0.000397925 -0.000359509 -0.000119953 
2.4 -61.8396 800 -60.3419 -0.000109079 -7.07754e-05 0.000560198 0.00971896 0.0324441 0.157416 0.307274 0.651051 0.861341 0.872911 0.621197 0.317423 0.142412 0.0329079 0.00786214 0.000607754 -0.000356203 -0.000352866 -0.000119629 
2.5 -61.8396 800 -60.3419 -0.000102205 5.36786e-05 0.000965583 0.012715 0.0404802 0.180214 0.338265 0.679663 0.877765 0.887477 0.648467 0.350035 0.163266 0.0411834 0.0103225 0.00107599 -0.000292264 -0.00034168 -0.000117471 
2.6 -61.8396 800 -60.342 -9.11208e-05 0.000221861 0.00150495 0.0163853 0.049837 0.204261 0.369958 0.70869 0.891843 0.900156 0.676151 0.383275 0.185309 0.0508605 0.0133485 0.00169815 -0.000197803 -0.000324759 -0.0001132 
2.7 -61.8396 800 -60.342 -7.47485e-05 0.000445783 0.00221284 0.020828 0.0605919 0.2294 0.402259 0.737889 0.904203 0.911572 0.704044 0.416968 0.208403 0.0620325 0.0170277 0.00251161 -6.22155e-05 -0.00030041 -0.000106505 
2.8 -61.8396 800 -60.342 -5.17811e-05 0.000740317 0.00312999 0.0261434 0.0728018 0.255482 0.435047 0.76691 0.915465 0.922302 0.731838 0.450924 0.232415 0.074773 0.0214514 0.00356017 0.000127801 -0.000266344 -9.70456e-05 
2.9 -61.8396 800 -60.3421 -2.06766e-05 0.0011236 0.0043035 0.0324316 0.0865012 0.28237 0.468165 0.795338 0.926163 0.932823 0.759159 0.484924 0.257225 0.0891326 0.0267122 0.00489446 0.000388339 -0.000219416 -8.44145e-05 
3 -61.8396 800 -60.3421 2.03675e-05 0.00161765 0.00578657 0.0397894 0.1017 0.309948 0.501408 0.822742 0.936697 0.943482 0.78561 0.518723 0.282728 0.105136 0.0329012 0.00657237 0.000738467 -0.000155296 -6.81332e-05 
3.1 -61.8396 800 -60.3421 7.34521e-05 0.00224893 0.00763828 0.0483069 0.118384 0.338117 0.534529 0.848714 0.947317 0.954488 0.810811 0.552055 0.308834 0.122783 0.0401049 0.00865941 0.0012003 -6.82071e-05 -4.76441e-05 
3.2 -61.8396 800 -60.3422 0.000141009 0.00304867 0.00992272 0.0580648 0.136517 0.366796 0.567245 0.872906 0.958137 0.965933 0.834428 0.584642 0.33547 0.142043 0.0484022 0.0112287 0.00179915 4.94683e-05 -2.22966e-05 
3.3 -61.8396 800 -60.3422 0.000225892 0.00405321 0.012708 0.0691312 0.156041 0.395913 0.599257 0.895052 0.96916 0.977814 0.856201 0.61621 0.362568 0.162864 0.0578609 0.0143605 0.0025636 0.000207306 8.64716e-06 
3.4 -61.8396 800 -60.3423 0.000331472 0.00530426 0.0160651 0.0815592 0.176881 0.425399 0.630267 0.914986 0.980321 0.990068 0.875954 0.646503 0.390066 0.185166 0.0685352 0.0181416 0.00352578 0.000417262 4.60769e-05 
3.5 -61.8396 800 -60.3424 0.000461718 0.00684897 0.0200665 0.0953849 0.198948 0.455179 0.659996 0.932649 0.991515 1.00259 0.893604 0.675299 0.417894 0.20885 0.0804634 0.022664 0.0047216 0.00069371 9.10254e-05 
3.6 -61.8396 800 -60.3424 0.000621303 0.00874006 0.0247845 0.110626 0.222141 0.485165 0.688205 0.948088 1.00263 1.01528 0.90916 0.702424 0.445973 0.233796 0.0936667 0.0280227 0.00619102 0.00105391 0.000144824 
3.7 -61.8396 800 -60.3425 0.000815674 0.0110357 0.0302889 0.12728 0.246351 0.515251 0.714704 0.961449 1.01359 1.02802 0.922717 0.727759 0.474207 0.259866 0.108149 0.0343135 0.00797818 0.00151811 0.000209115 
3.8 -61.8396 800 -60.3426 0.00105104 0.0137993 0.0366455 0.145327 0.271459 0.545311 0.739368 0.972956 1.02431 1.0407 0.934441 0.751248 0.502486 0.286908 0.123895 0.0416304 0.0101313 0.00211013 0.000286019 
3.9 -61.8396 800 -60.3427 0.00133439 0.017099 0.0439135 0.164724 0.297342 0.575198 0.762138 0.982896 1.03478 1.05323 0.944556 0.772898 0.530679 0.314757 0.140875 0.0500625 0.0127028 0.00285782 0.000378219 
