time en(t) enf(t) enf(t)-en0 svN(t) localEn(t) localEn(t)-localEn0 SzSz(t) Sperp(t)
3.3 -16.0533 -11.3766 2.16322 0.808357 -0.329766 -0.327936 -0.373574 -0.422978 -0.425148 -0.414856 -0.425127 -0.422908 -0.373851 -0.332627 -0.313381 -0.325968 0.216078 0.105532 0.0906081 0.0309363 0.0313473 0.0407516 0.0304806 0.0335872 0.0800632 0.131555 0.120087 0.219876 
3.4 -14.2389 -11.4217 2.11813 0.820118 -0.333424 -0.33255 -0.383215 -0.426598 -0.423157 -0.416614 -0.423144 -0.426532 -0.383681 -0.338671 -0.315302 -0.33104 0.21242 0.100919 0.0809677 0.0273159 0.0333384 0.0389937 0.0324638 0.0299635 0.0702325 0.125511 0.118166 0.214803 
3.5 -12.8413 -11.4581 2.08173 0.831024 -0.334464 -0.338059 -0.39234 -0.428153 -0.4205 -0.418296 -0.4205 -0.428105 -0.393101 -0.345852 -0.31612 -0.336731 0.21138 0.0954095 0.0718421 0.0257614 0.0359958 0.0373121 0.035108 0.0283901 0.0608131 0.118331 0.117349 0.209113 
3.6 -12.1015 -11.4827 2.05711 0.8409 -0.332775 -0.344247 -0.400474 -0.427725 -0.417466 -0.419721 -0.417484 -0.427711 -0.401662 -0.353854 -0.316013 -0.341696 0.213069 0.0892213 0.0637082 0.0261889 0.03903 0.0358864 0.0381242 0.0287846 0.0522517 0.110328 0.117456 0.204148 
3.7 -11.7916 -11.4987 2.04111 0.849584 -0.32905 -0.350889 -0.407167 -0.425538 -0.414319 -0.42075 -0.41436 -0.425571 -0.408947 -0.362298 -0.315723 -0.34602 0.216794 0.0825796 0.057015 0.0283754 0.0421763 0.0348583 0.0412482 0.0309245 0.0449669 0.101884 0.117745 0.199824 
3.8 -11.4592 -11.4969 2.04285 0.856977 -0.324034 -0.357735 -0.412045 -0.421937 -0.411288 -0.42131 -0.411356 -0.422027 -0.414606 -0.370743 -0.31589 -0.34312 0.22181 0.0757335 0.0521371 0.0319765 0.0452072 0.0342975 0.0442522 0.0344682 0.0393078 0.0934392 0.117578 0.202723 
3.9 -11.4189 -11.4909 2.04891 0.863071 -0.318195 -0.364507 -0.414846 -0.417349 -0.408562 -0.421413 -0.408662 -0.417504 -0.418393 -0.378692 -0.316844 -0.338912 0.227648 0.0689611 0.0493368 0.0365654 0.0479337 0.0341951 0.0469455 0.0389912 0.0355212 0.0854903 0.116625 0.206932 
4 -11.4053 -11.4822 2.05756 0.867977 -0.311762 -0.370912 -0.415451 -0.41224 -0.406291 -0.421145 -0.406426 -0.412469 -0.420189 -0.385631 -0.318726 -0.333559 0.234081 0.0625566 0.0487319 0.0416741 0.050205 0.034463 0.0491814 0.0440267 0.0337249 0.0785514 0.114743 0.212284 
4.1 -11.4848 -11.4826 2.0572 0.871916 -0.30483 -0.376658 -0.413894 -0.407079 -0.404582 -0.420665 -0.404759 -0.407388 -0.420012 -0.391073 -0.321527 -0.332975 0.241014 0.0568103 0.0502887 0.0468348 0.0519135 0.034943 0.0508489 0.0491072 0.0339024 0.0731092 0.111942 0.212869 
4.2 -11.41 -11.4714 2.06841 0.875178 -0.297438 -0.381482 -0.410368 -0.402294 -0.403502 -0.420158 -0.403728 -0.402693 -0.418012 -0.394613 -0.32502 -0.325496 0.248406 0.0519868 0.0538145 0.0516198 0.0529934 0.0354497 0.0518801 0.0538029 0.035902 0.0695699 0.108448 0.220348 
