time en(t) enf(t) enf(t)-en0 svN(t) localEn(t) localEn(t)-localEn0 SzSz(t) Sperp(t)
0 -205.488 -37.5013 8.29076 0.0469153 0.0437376 0.0437508 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437508 0.0437378 0.0469153 -2.86246 -2.26929 -2.26982 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26982 -2.26929 -2.86246 0.924746 0.430037 0.472296 0.463303 0.464192 0.463676 0.463595 0.463534 0.463534 0.463595 0.463676 0.464192 0.463303 0.472296 0.430037 0.924746 0.244603 -0.244136 0.244196 -0.244196 0.244196 -0.244196 0.244195 -0.245644 1 -0.245644 0.244195 -0.244196 0.244196 -0.244196 0.244196 -0.244136 0.244604 2.32283e-11 -4.68635e-10 1.01571e-08 -2.25231e-07 5.136e-06 -0.000121076 0.00296632 -0.0760311 1 -0.0760311 0.00296632 -0.000121076 5.136e-06 -2.25231e-07 1.01571e-08 -4.68629e-10 2.32328e-11 
0 -205.391 -37.5025 8.28956 0.0469396 0.0437605 0.0437737 0.0437729 0.0437729 0.0437729 0.0437729 0.043773 0.0437729 0.0437729 0.0437729 0.0437729 0.0437729 0.0437736 0.0437606 0.0469395 -2.86255 -2.26937 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26937 -2.86255 0.924648 0.429965 0.472224 0.463232 0.46412 0.463604 0.463524 0.463462 0.463463 0.463524 0.463604 0.46412 0.463232 0.472224 0.429965 0.924648 0.2446 -0.244132 0.244193 -0.244192 0.244192 -0.244192 0.244191 -0.245641 1 -0.245641 0.244191 -0.244192 0.244192 -0.244192 0.244193 -0.244132 0.2446 2.28219e-11 -4.60598e-10 1.00256e-08 -2.23206e-07 5.1084e-06 -0.000120808 0.00296763 -0.076054 1 -0.0760538 0.00296763 -0.000120808 5.10841e-06 -2.23207e-07 1.00256e-08 -4.60603e-10 2.27314e-11 
0 -205.129 -37.5077 8.2843 0.0470478 0.0438616 0.0438744 0.0438737 0.0438735 0.0438737 0.0438736 0.0438734 0.0438736 0.0438736 0.0438736 0.0438735 0.0438737 0.0438744 0.0438614 0.0470477 -2.86299 -2.26968 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.26968 -2.86299 0.924213 0.429652 0.47191 0.462918 0.463806 0.46329 0.46321 0.463149 0.463149 0.46321 0.46329 0.463806 0.462918 0.47191 0.429652 0.924213 0.244586 -0.244117 0.244177 -0.244177 0.244177 -0.244177 0.244175 -0.245629 1 -0.245629 0.244175 -0.244177 0.244177 -0.244177 0.244177 -0.244117 0.244586 2.2796e-11 -4.59503e-10 1.00195e-08 -2.23404e-07 5.1186e-06 -0.000121118 0.00297474 -0.0761526 1 -0.0761531 0.00297473 -0.000121117 5.11856e-06 -2.23402e-07 1.00195e-08 -4.59538e-10 2.26363e-11 
0 -204.42 -37.522 8.27007 0.0473465 0.0441366 0.0441494 0.0441486 0.0441485 0.0441486 0.0441486 0.0441484 0.0441485 0.0441485 0.0441486 0.0441485 0.0441487 0.0441494 0.0441364 0.047347 -2.86418 -2.27052 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27052 -2.86418 0.923021 0.428809 0.471063 0.462071 0.46296 0.462444 0.462363 0.462302 0.462302 0.462364 0.462444 0.46296 0.462071 0.471063 0.42881 0.923021 0.244546 -0.244074 0.244135 -0.244135 0.244135 -0.244135 0.244133 -0.245597 1 -0.245597 0.244133 -0.244135 0.244135 -0.244135 0.244135 -0.244074 0.244546 2.34391e-11 -4.70689e-10 1.02309e-08 -2.27367e-07 5.19197e-06 -0.000122429 0.00299635 -0.0764257 1 -0.0764261 0.00299634 -0.000122428 5.19196e-06 -2.27368e-07 1.02313e-08 -4.70749e-10 2.32616e-11 
0 -202.522 -37.5583 8.23377 0.0481181 0.0448458 0.0448593 0.0448584 0.0448585 0.0448584 0.0448584 0.0448586 0.0448585 0.0448585 0.0448585 0.0448585 0.0448583 0.0448592 0.0448459 0.0481186 -2.86723 -2.27267 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27267 -2.86723 0.919977 0.426662 0.468904 0.459912 0.4608 0.460284 0.460204 0.460142 0.460142 0.460204 0.460284 0.4608 0.459912 0.468904 0.426662 0.919976 0.244444 -0.243964 0.244026 -0.244026 0.244026 -0.244026 0.244024 -0.245516 1 -0.245516 0.244024 -0.244026 0.244026 -0.244026 0.244026 -0.243964 0.244444 2.55699e-11 -5.0844e-10 1.09159e-08 -2.39632e-07 5.40813e-06 -0.000126084 0.00305347 -0.0771285 1 -0.0771282 0.00305348 -0.000126085 5.40823e-06 -2.3964e-07 1.09165e-08 -5.08492e-10 2.54488e-11 
0 -197.577 -37.652 8.14 0.0501557 0.0467249 0.0467396 0.0467388 0.046739 0.0467388 0.0467388 0.0467391 0.0467389 0.0467389 0.0467388 0.0467389 0.0467387 0.0467396 0.0467251 0.0501557 -2.87507 -2.27822 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27822 -2.87507 0.912135 0.421111 0.463322 0.45433 0.455218 0.454702 0.454622 0.45456 0.45456 0.454622 0.454702 0.455218 0.45433 0.463322 0.421111 0.912135 0.244172 -0.243671 0.243737 -0.243737 0.243737 -0.243737 0.243735 -0.245298 1 -0.245298 0.243735 -0.243737 0.243737 -0.243737 0.243737 -0.243671 0.244172 3.11595e-11 -6.0433e-10 1.26552e-08 -2.70772e-07 5.96193e-06 -0.000135531 0.00320353 -0.0789519 1 -0.0789513 0.00320355 -0.000135533 5.96204e-06 -2.70781e-07 1.26555e-08 -6.04357e-10 3.10508e-11 
0 -185.526 -37.8822 7.90983 0.0554883 0.0516448 0.0516622 0.0516612 0.0516612 0.0516612 0.0516612 0.0516612 0.0516612 0.0516612 0.0516612 0.0516612 0.0516612 0.0516622 0.0516448 0.0554877 -2.89432 -2.29184 -2.2925 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.2925 -2.29184 -2.89432 0.892884 0.407488 0.449619 0.440628 0.441516 0.441 0.44092 0.440859 0.440859 0.44092 0.441 0.441516 0.440628 0.449619 0.407489 0.892884 0.243452 -0.242894 0.24297 -0.242969 0.242969 -0.242969 0.242967 -0.244722 1 -0.244722 0.242967 -0.242969 0.242969 -0.242969 0.24297 -0.242895 0.243452 4.93283e-11 -8.99615e-10 1.78658e-08 -3.60381e-07 7.51759e-06 -0.000161031 0.00360006 -0.0835067 1 -0.0835065 0.00360006 -0.000161031 7.51763e-06 -3.60386e-07 1.78659e-08 -8.99664e-10 4.90442e-11 
0 -160.426 -38.3663 7.42577 0.0686114 0.0637219 0.0637464 0.0637447 0.0637446 0.0637448 0.0637447 0.0637444 0.0637446 0.0637446 0.0637448 0.0637446 0.0637449 0.0637464 0.0637216 0.0686107 -2.93497 -2.32043 -2.3213 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.3213 -2.32043 -2.93497 0.852234 0.378896 0.420819 0.41183 0.412719 0.412202 0.412122 0.412061 0.412061 0.412122 0.412202 0.412719 0.41183 0.420819 0.378897 0.852235 0.241629 -0.240933 0.241032 -0.241032 0.241032 -0.241032 0.241028 -0.243267 1 -0.243267 0.241028 -0.241032 0.241032 -0.241032 0.241032 -0.240933 0.241629 1.30664e-10 -2.07792e-09 3.71511e-08 -6.55692e-07 1.22805e-05 -0.000230289 0.00460543 -0.0935604 1 -0.0935608 0.00460541 -0.000230286 1.22804e-05 -6.55687e-07 3.71517e-08 -2.0781e-09 1.29678e-10 
0 -121.848 -39.128 6.66402 0.0971766 0.0898799 0.0899254 0.0899207 0.0899199 0.0899201 0.08992 0.0899197 0.0899199 0.0899199 0.0899201 0.0899199 0.0899223 0.0899267 0.089882 0.0971762 -2.99951 -2.3652 -2.36656 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36656 -2.3652 -2.99951 0.787696 0.334134 0.375552 0.36657 0.367458 0.366942 0.366861 0.366801 0.3668 0.366862 0.366942 0.367459 0.366568 0.375551 0.334132 0.787697 0.237446 -0.236451 0.236609 -0.236608 0.236608 -0.236608 0.236599 -0.239945 1 -0.239945 0.236599 -0.236608 0.236608 -0.236608 0.236608 -0.236451 0.237446 6.58148e-10 -8.17064e-09 1.25263e-07 -1.73464e-06 2.76815e-05 -0.00040905 0.00691822 -0.111398 1 -0.111399 0.00691819 -0.000409046 2.76813e-05 -1.73464e-06 1.25306e-07 -8.18071e-09 6.53873e-10 
0 -83.6217 -39.9421 5.84993 0.149343 0.137293 0.13739 0.137376 0.137375 0.137375 0.137375 0.137375 0.137375 0.137375 0.137375 0.137375 0.137383 0.137393 0.137297 0.149342 -3.06969 -2.41241 -2.41485 -2.41482 -2.41482 -2.41482 -2.41482 -2.41482 -2.41482 -2.41482 -2.41482 -2.41482 -2.41483 -2.41485 -2.41242 -3.06968 0.717517 0.286918 0.327267 0.318297 0.319185 0.318669 0.318588 0.318527 0.318527 0.318589 0.318669 0.319186 0.318292 0.327264 0.286914 0.717519 0.229197 -0.227676 0.227958 -0.227957 0.227957 -0.227957 0.227941 -0.233456 1 -0.233456 0.227941 -0.227957 0.227957 -0.227957 0.227958 -0.227676 0.229198 5.04736e-09 -4.44621e-08 5.78674e-07 -5.72158e-06 7.67976e-05 -0.000818482 0.0115018 -0.13621 1 -0.13621 0.0115018 -0.00081848 7.67973e-05 -5.72162e-06 5.7917e-07 -4.45196e-08 5.03809e-09 
