time en(t) enf(t) enf(t)-en0 svN(t) localEn(t) localEn(t)-localEn0 SzSz(t) Sperp(t)
0 -254.087 -46.5805 10.144 0.0469153 0.0437376 0.0437508 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437508 0.0437378 0.0469153 -2.86246 -2.26929 -2.26982 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26982 -2.26929 -2.86246 0.924737 0.430031 0.472286 0.46329 0.464172 0.463646 0.46355 0.463464 0.463424 0.463405 0.463405 0.463424 0.463464 0.46355 0.463646 0.464172 0.46329 0.472286 0.430031 0.924737 0.244603 -0.244136 0.244196 -0.244196 0.244196 -0.244196 0.244196 -0.244196 0.244195 -0.245644 1 -0.245644 0.244195 -0.244196 0.244196 -0.244196 0.244196 -0.244196 0.244196 -0.244136 0.244604 5.36041e-14 -1.05148e-12 2.20365e-11 -4.68704e-10 1.0157e-08 -2.25231e-07 5.136e-06 -0.000121076 0.00296632 -0.0760311 1 -0.0760311 0.00296632 -0.000121076 5.136e-06 -2.25231e-07 1.0157e-08 -4.68704e-10 2.20367e-11 -1.05139e-12 5.35757e-14 
0 -253.9 -46.5744 10.1502 0.0469396 0.0437605 0.0437736 0.0437729 0.0437729 0.0437729 0.0437729 0.0437729 0.0437729 0.0437729 0.0437729 0.0437728 0.0437728 0.0437729 0.0437729 0.043773 0.043773 0.0437781 0.043971 0.0642373 -2.86255 -2.26937 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26987 -2.26853 -2.85574 0.924639 0.429959 0.472215 0.463219 0.464101 0.463575 0.463479 0.463392 0.463352 0.463334 0.463334 0.463353 0.463392 0.463479 0.463575 0.4641 0.463219 0.472235 0.430795 0.931453 0.2446 -0.244132 0.244193 -0.244192 0.244192 -0.244192 0.244192 -0.244192 0.244191 -0.245641 1 -0.245641 0.244191 -0.244192 0.244192 -0.244192 0.244192 -0.244192 0.244189 -0.242753 0.242881 5.2196e-14 -1.02418e-12 2.15625e-11 -4.60662e-10 1.00253e-08 -2.23203e-07 5.10834e-06 -0.000120807 0.00296761 -0.0760538 1 -0.0760538 0.00296764 -0.000120815 5.10914e-06 -2.23259e-07 1.00288e-08 -4.6085e-10 2.15779e-11 -1.05746e-12 4.1966e-14 
0 -253.576 -46.5553 10.1692 0.0470478 0.0438615 0.0438744 0.0438735 0.0438736 0.0438735 0.0438736 0.0438737 0.0438737 0.0438735 0.0438735 0.0438738 0.0438737 0.0438735 0.0438733 0.0438732 0.0438735 0.0439337 0.0440185 0.0812211 -2.86299 -2.26968 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.27019 -2.2703 -2.24912 -2.85026 0.924204 0.429646 0.4719 0.462905 0.463786 0.463261 0.463165 0.463078 0.463038 0.46302 0.46302 0.463038 0.463078 0.463165 0.463261 0.463787 0.462914 0.471805 0.450204 0.936938 0.244586 -0.244117 0.244177 -0.244177 0.244177 -0.244177 0.244177 -0.244177 0.244175 -0.245629 1 -0.245629 0.244175 -0.244177 0.244177 -0.244177 0.244177 -0.244176 0.244168 -0.241991 0.24166 5.20104e-14 -1.01788e-12 2.14732e-11 -4.59627e-10 1.00202e-08 -2.23418e-07 5.11885e-06 -0.000121122 0.00297479 -0.0761532 1 -0.0761534 0.00297484 -0.00012113 5.11949e-06 -2.23461e-07 1.00225e-08 -4.5975e-10 2.14913e-11 -1.02792e-12 6.73415e-14 
0 -252.7 -46.5715 10.153 0.0473465 0.0441365 0.0441493 0.0441484 0.0441485 0.0441484 0.0441485 0.0441486 0.0441486 0.0441484 0.0441485 0.0441488 0.0441487 0.0441485 0.0441483 0.0441483 0.0441483 0.0441953 0.0441973 0.0809842 -2.86418 -2.27052 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27104 -2.27113 -2.25188 -2.84813 0.923012 0.428804 0.471054 0.462058 0.46294 0.462414 0.462318 0.462232 0.462192 0.462173 0.462174 0.462191 0.462231 0.462318 0.462415 0.462941 0.462066 0.470979 0.447444 0.939065 0.244546 -0.244074 0.244135 -0.244135 0.244135 -0.244135 0.244135 -0.244135 0.244133 -0.245597 1 -0.245597 0.244133 -0.244135 0.244135 -0.244135 0.244135 -0.244134 0.244139 -0.241776 0.2418 5.36791e-14 -1.04832e-12 2.20517e-11 -4.70596e-10 1.02281e-08 -2.27329e-07 5.19151e-06 -0.000122425 0.00299635 -0.0764261 1 -0.0764263 0.00299635 -0.00012242 5.19089e-06 -2.27283e-07 1.0225e-08 -4.70432e-10 2.20562e-11 -9.56599e-13 7.5118e-14 
0 -250.356 -46.6403 10.0842 0.0481181 0.0448458 0.0448591 0.0448584 0.0448583 0.0448584 0.0448583 0.0448583 0.0448583 0.0448584 0.0448584 0.0448583 0.0448583 0.0448585 0.0448586 0.0448586 0.0448583 0.0448432 0.0449082 0.0645478 -2.86723 -2.27267 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27321 -2.27315 -2.27456 -2.85461 0.919967 0.426656 0.468894 0.459899 0.46078 0.460254 0.460159 0.460072 0.460032 0.460014 0.460014 0.460032 0.460072 0.460159 0.460254 0.46078 0.459896 0.468951 0.424766 0.932583 0.244444 -0.243964 0.244026 -0.244026 0.244026 -0.244026 0.244026 -0.244026 0.244024 -0.245516 1 -0.245516 0.244024 -0.244026 0.244026 -0.244026 0.244026 -0.244025 0.244042 -0.242319 0.243021 6.00418e-14 -1.161e-12 2.41187e-11 -5.08256e-10 1.09115e-08 -2.39569e-07 5.40726e-06 -0.000126074 0.0030534 -0.0771281 1 -0.077128 0.00305335 -0.000126065 5.40643e-06 -2.39511e-07 1.09082e-08 -5.08079e-10 2.41139e-11 -1.04515e-12 5.78116e-14 
0 -244.249 -46.774 9.95056 0.0501556 0.046725 0.0467396 0.0467389 0.0467388 0.0467389 0.0467388 0.0467387 0.0467387 0.0467389 0.0467389 0.0467385 0.0467387 0.0467389 0.0467391 0.0467393 0.0467391 0.0467093 0.0469688 0.0531044 -2.87507 -2.27822 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27869 -2.29014 -2.87003 0.912126 0.421105 0.463312 0.454317 0.455199 0.454673 0.454577 0.45449 0.454451 0.454432 0.454432 0.454451 0.454491 0.454577 0.454672 0.455198 0.454312 0.46341 0.409184 0.917159 0.244172 -0.243671 0.243737 -0.243737 0.243737 -0.243737 0.243737 -0.243737 0.243735 -0.245298 1 -0.245298 0.243735 -0.243737 0.243737 -0.243737 0.243737 -0.243737 0.243738 -0.242754 0.243314 7.70762e-14 -1.45342e-12 2.9442e-11 -6.04454e-10 1.26554e-08 -2.70774e-07 5.96188e-06 -0.000135528 0.00320348 -0.0789513 1 -0.078951 0.00320347 -0.000135531 5.96229e-06 -2.70807e-07 1.2658e-08 -6.04592e-10 2.94491e-11 -1.53395e-12 3.61842e-14 
0 -229.369 -47.0501 9.67446 0.0554883 0.0516449 0.0516623 0.0516613 0.0516613 0.0516613 0.0516613 0.0516613 0.0516613 0.0516613 0.0516613 0.0516612 0.0516612 0.0516612 0.0516613 0.0516613 0.0516617 0.0516864 0.0520523 0.0705979 -2.89432 -2.29184 -2.2925 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.2912 -2.89289 0.892875 0.407482 0.449609 0.440615 0.441496 0.44097 0.440875 0.440788 0.440748 0.44073 0.44073 0.440748 0.440788 0.440875 0.440971 0.441497 0.440618 0.449616 0.408129 0.8943 0.243452 -0.242894 0.24297 -0.242969 0.242969 -0.242969 0.242969 -0.242969 0.242967 -0.244722 1 -0.244722 0.242967 -0.242969 0.242969 -0.242969 0.242969 -0.242969 0.242943 -0.24193 0.241613 1.36479e-13 -2.41954e-12 4.65016e-11 -9.00136e-10 1.78707e-08 -3.6045e-07 7.51842e-06 -0.000161038 0.00360009 -0.0835067 1 -0.0835066 0.00360013 -0.000161049 7.51955e-06 -3.60538e-07 1.78767e-08 -9.00466e-10 4.65191e-11 -2.77894e-12 6.89178e-14 
0 -198.375 -47.6301 9.09442 0.0686113 0.0637219 0.0637465 0.0637448 0.0637449 0.0637448 0.0637449 0.063745 0.063745 0.0637448 0.0637447 0.0637451 0.0637449 0.0637447 0.0637445 0.0637443 0.063745 0.0638224 0.0640598 0.101233 -2.93497 -2.32043 -2.3213 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32128 -2.32138 -2.30314 -2.93089 0.852225 0.37889 0.420809 0.411817 0.412698 0.412173 0.412077 0.41199 0.41195 0.411932 0.411932 0.41195 0.41199 0.412077 0.412173 0.412699 0.411828 0.420722 0.396185 0.856301 0.241629 -0.240933 0.241032 -0.241032 0.241032 -0.241032 0.241032 -0.241032 0.241027 -0.243267 1 -0.243267 0.241027 -0.241032 0.241032 -0.241032 0.241032 -0.241031 0.241003 -0.239161 0.238461 4.58508e-13 -7.08488e-12 1.22806e-10 -2.07902e-09 3.71585e-08 -6.55801e-07 1.22816e-05 -0.000230305 0.00460553 -0.0935611 1 -0.0935613 0.00460556 -0.00023031 1.22818e-05 -6.55818e-07 3.71579e-08 -2.07898e-09 1.22812e-10 -7.48509e-12 4.15557e-13 
0 -150.73 -48.5626 8.16191 0.0971741 0.0898791 0.0899232 0.0899199 0.0899201 0.0899199 0.0899201 0.0899202 0.0899202 0.0899199 0.0899199 0.0899204 0.0899202 0.089922 0.0899224 0.0899223 0.0899224 0.0899975 0.0899154 0.137318 -2.9995 -2.3652 -2.36656 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36654 -2.36669 -2.34204 -2.99098 0.787689 0.334128 0.375544 0.366557 0.367438 0.366912 0.366816 0.366729 0.366689 0.366671 0.366672 0.366689 0.36673 0.366815 0.36691 0.367436 0.366565 0.375417 0.357285 0.796212 0.237446 -0.236451 0.236609 -0.236608 0.236608 -0.236608 0.236608 -0.236608 0.236599 -0.239945 1 -0.239945 0.236599 -0.236608 0.236608 -0.236608 0.236608 -0.236607 0.236614 -0.233781 0.23387 3.43234e-12 -4.13585e-11 6.17072e-10 -8.17569e-09 1.25248e-07 -1.73475e-06 2.76823e-05 -0.000409073 0.0069183 -0.111399 1 -0.111399 0.00691829 -0.000409066 2.7681e-05 -1.73457e-06 1.25312e-07 -8.17805e-09 6.17604e-10 -3.91378e-11 4.19863e-12 
0 -103.517 -49.5677 7.15687 0.149336 0.137291 0.137382 0.137374 0.137375 0.137374 0.137374 0.137375 0.137375 0.137374 0.137374 0.137375 0.137375 0.137383 0.137384 0.137384 0.137383 0.13742 0.136876 0.18634 -3.06968 -2.41241 -2.41484 -2.41482 -2.41482 -2.41482 -2.41482 -2.41482 -2.41482 -2.41482 -2.41482 -2.41482 -2.41482 -2.41483 -2.41483 -2.41483 -2.41482 -2.41503 -2.39075 -3.05745 0.717513 0.286912 0.327264 0.318285 0.319165 0.318639 0.318543 0.318456 0.318416 0.318398 0.318399 0.318416 0.318458 0.318537 0.318632 0.319158 0.318281 0.327072 0.308577 0.729745 0.229198 -0.227677 0.227958 -0.227957 0.227957 -0.227957 0.227957 -0.227957 0.227941 -0.233456 1 -0.233456 0.227941 -0.227957 0.227957 -0.227957 0.227957 -0.227954 0.228024 -0.224509 0.226266 4.34347e-11 -3.70061e-10 4.7261e-09 -4.44367e-08 5.78486e-07 -5.72091e-06 7.6792e-05 -0.000818475 0.0115016 -0.13621 1 -0.136211 0.0115016 -0.000818455 7.67906e-05 -5.72501e-06 5.79369e-07 -4.45348e-08 4.73962e-09 -3.37281e-10 5.49308e-11 
