time en(t) enf(t) enf(t)-en0 svN(t) localEn(t) localEn(t)-localEn0 SzSz(t) Sperp(t)
0 -108.29 -19.3428 4.58443 0.0469153 0.0437376 0.0437508 0.0437501 0.0437501 0.0437508 0.0437378 0.0469153 -2.86246 -2.26929 -2.26982 -2.26981 -2.26981 -2.26982 -2.26929 -2.86246 0.925084 0.430268 0.472676 0.464188 0.464188 0.472676 0.430267 0.925084 0.244603 -0.244136 0.244195 -0.245643 1 -0.245643 0.244195 -0.244136 0.244604 5.38462e-06 -0.000121053 0.00296635 -0.0760311 1 -0.0760311 0.00296635 -0.000121052 5.38511e-06 
0 -108.239 -19.3434 4.58382 0.0469395 0.0437604 0.0437736 0.0437729 0.0437729 0.0437735 0.0437609 0.0469367 -2.86255 -2.26937 -2.26989 -2.26989 -2.26989 -2.26989 -2.26937 -2.86254 0.924987 0.430196 0.472605 0.464117 0.464117 0.472605 0.430196 0.924999 0.2446 -0.244132 0.244191 -0.245641 1 -0.245641 0.244191 -0.244132 0.2446 5.36959e-06 -0.000120783 0.00296764 -0.0760537 1 -0.0760537 0.00296764 -0.000120783 5.3555e-06 
0 -108.1 -19.3462 4.58103 0.0470477 0.0438616 0.0438743 0.0438733 0.0438734 0.043875 0.0438612 0.0470549 -2.86299 -2.26968 -2.2702 -2.2702 -2.2702 -2.27021 -2.26968 -2.86302 0.924551 0.429882 0.472291 0.463804 0.463803 0.472289 0.429882 0.924524 0.244586 -0.244116 0.244175 -0.245629 1 -0.245629 0.244175 -0.244116 0.244585 5.38896e-06 -0.000121094 0.0029748 -0.0761533 1 -0.0761537 0.00297484 -0.000121103 5.36778e-06 
0 -107.725 -19.3536 4.57355 0.0473466 0.0441373 0.0441501 0.0441492 0.0441491 0.0441503 0.0441367 0.0473548 -2.86418 -2.27052 -2.27105 -2.27105 -2.27105 -2.27105 -2.27052 -2.86421 0.92336 0.429038 0.471442 0.462955 0.462955 0.471441 0.429038 0.923326 0.244546 -0.244074 0.244133 -0.245597 1 -0.245597 0.244133 -0.244073 0.244545 5.46907e-06 -0.000122416 0.0029965 -0.076427 1 -0.0764273 0.00299651 -0.000122424 5.44608e-06 
0 -106.72 -19.3726 4.55457 0.0481184 0.0448465 0.0448601 0.0448595 0.0448593 0.0448596 0.0448468 0.0481168 -2.86723 -2.27267 -2.27321 -2.27321 -2.27321 -2.27321 -2.27267 -2.86722 0.920314 0.426891 0.469282 0.460794 0.460794 0.469283 0.426891 0.920318 0.244444 -0.243964 0.244024 -0.245515 1 -0.245515 0.244024 -0.243964 0.244444 5.68911e-06 -0.000126071 0.0030536 -0.0771289 1 -0.0771287 0.00305357 -0.000126073 5.67256e-06 
0 -104.101 -19.4217 4.5055 0.0501559 0.0467247 0.0467396 0.046739 0.046739 0.046739 0.0467255 0.0501465 -2.87507 -2.27822 -2.27879 -2.27879 -2.27879 -2.27879 -2.27822 -2.87503 0.912473 0.421342 0.463703 0.455215 0.455215 0.463704 0.421343 0.912507 0.244172 -0.243671 0.243735 -0.245298 1 -0.245298 0.243735 -0.243671 0.244173 6.26882e-06 -0.000135509 0.00320356 -0.078951 1 -0.0789506 0.00320352 -0.000135504 6.25361e-06 
0 -97.7206 -19.5423 4.38494 0.0554883 0.0516442 0.0516615 0.0516604 0.0516606 0.0516617 0.0516444 0.055483 -2.89432 -2.29184 -2.29249 -2.29249 -2.29249 -2.29249 -2.29184 -2.8943 0.893222 0.407721 0.450002 0.441515 0.441515 0.450001 0.407721 0.893246 0.243452 -0.242895 0.242967 -0.244722 1 -0.244722 0.242967 -0.242895 0.243453 7.91887e-06 -0.000160993 0.00360006 -0.0835059 1 -0.0835059 0.00360006 -0.000160993 7.89012e-06 
0 -84.43 -19.796 4.13123 0.0686111 0.0637218 0.0637461 0.0637442 0.0637443 0.0637468 0.0637211 0.0686162 -2.93497 -2.32043 -2.32129 -2.32129 -2.32129 -2.3213 -2.32043 -2.93497 0.852573 0.379128 0.4212 0.412717 0.412717 0.421199 0.379128 0.852567 0.241629 -0.240933 0.241028 -0.243267 1 -0.243267 0.241028 -0.240933 0.241629 1.2968e-05 -0.000230232 0.00460555 -0.0935607 1 -0.0935611 0.00460564 -0.000230263 1.29114e-05 
0 -64.0017 -20.1957 3.73154 0.0971766 0.089884 0.0899274 0.0899241 0.089924 0.089928 0.0898829 0.0971881 -2.99951 -2.3652 -2.36656 -2.36655 -2.36655 -2.36656 -2.3652 -2.99953 0.788036 0.334361 0.375932 0.367453 0.367453 0.37593 0.334362 0.788012 0.237445 -0.236451 0.236602 -0.239946 1 -0.239946 0.236602 -0.23645 0.237445 2.93583e-05 -0.000408951 0.00691815 -0.111398 1 -0.111399 0.00691811 -0.000408976 2.92979e-05 
0 -43.7582 -20.6236 3.30361 0.149343 0.137304 0.137393 0.137386 0.137386 0.137393 0.137299 0.149354 -3.06968 -2.41242 -2.41485 -2.41483 -2.41483 -2.41485 -2.41242 -3.06971 0.717858 0.287139 0.327647 0.319176 0.319176 0.327645 0.287143 0.717829 0.229197 -0.227676 0.227944 -0.233457 1 -0.233457 0.227944 -0.227676 0.229196 8.18122e-05 -0.000821112 0.0115057 -0.136213 1 -0.136213 0.0115055 -0.000820853 8.18645e-05 
