time en(t) enf(t) enf(t)-en0 svN(t) localEn(t) localEn(t)-localEn0 SzSz(t) Sperp(t)
0 -156.889 -28.422 6.43753 0.0469153 0.0437376 0.0437508 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437501 0.0437508 0.0437378 0.0469153 -2.86246 -2.26929 -2.26982 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26981 -2.26982 -2.26929 -2.86246 0.924793 0.430066 0.472348 0.463378 0.464308 0.463871 0.463871 0.464308 0.463378 0.472348 0.430066 0.924793 0.244603 -0.244136 0.244196 -0.244196 0.244195 -0.245644 1 -0.245644 0.244195 -0.244196 0.244196 -0.244136 0.244604 1.06833e-08 -2.25194e-07 5.13605e-06 -0.000121076 0.00296632 -0.0760311 1 -0.0760311 0.00296632 -0.000121076 5.13606e-06 -2.25191e-07 1.06849e-08 
0 -156.815 -28.4229 6.43662 0.0469396 0.0437606 0.0437737 0.0437729 0.0437729 0.0437729 0.0437729 0.0437729 0.0437729 0.0437737 0.0437607 0.0469396 -2.86255 -2.26937 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26989 -2.26937 -2.86255 0.924695 0.429995 0.472277 0.463307 0.464236 0.4638 0.4638 0.464236 0.463307 0.472277 0.429994 0.924695 0.2446 -0.244132 0.244193 -0.244192 0.244191 -0.245641 1 -0.245641 0.244191 -0.244192 0.244193 -0.244132 0.2446 1.05818e-08 -2.23162e-07 5.10838e-06 -0.000120807 0.00296761 -0.0760537 1 -0.0760538 0.00296761 -0.000120807 5.10839e-06 -2.23166e-07 1.05455e-08 
0 -156.614 -28.427 6.4326 0.0470478 0.0438615 0.0438744 0.0438737 0.0438736 0.0438735 0.0438735 0.0438737 0.0438736 0.0438743 0.0438588 0.0470453 -2.86299 -2.26968 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.2702 -2.26968 -2.863 0.92426 0.429681 0.471962 0.462993 0.463922 0.463486 0.463486 0.463922 0.462993 0.471962 0.429679 0.924255 0.244586 -0.244116 0.244177 -0.244177 0.244175 -0.245629 1 -0.245629 0.244175 -0.244177 0.244177 -0.244117 0.244586 1.06027e-08 -2.23363e-07 5.11869e-06 -0.000121119 0.00297477 -0.0761534 1 -0.0761531 0.00297478 -0.000121119 5.11866e-06 -2.23375e-07 1.05405e-08 
0 -156.072 -28.4377 6.42181 0.0473466 0.0441365 0.0441493 0.0441487 0.0441485 0.0441485 0.0441484 0.0441486 0.0441486 0.0441489 0.0441407 0.0473379 -2.86418 -2.27052 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27105 -2.27052 -2.86415 0.923068 0.428839 0.471116 0.462146 0.463076 0.462639 0.46264 0.463076 0.462146 0.471118 0.428844 0.923102 0.244546 -0.244074 0.244135 -0.244135 0.244133 -0.245597 1 -0.245597 0.244133 -0.244135 0.244135 -0.244074 0.244547 1.08335e-08 -2.27345e-07 5.19231e-06 -0.000122433 0.00299638 -0.0764264 1 -0.0764261 0.00299639 -0.000122432 5.19227e-06 -2.27358e-07 1.07631e-08 
0 -154.621 -28.4654 6.39415 0.0481176 0.0448453 0.0448586 0.0448578 0.0448579 0.0448579 0.0448578 0.0448576 0.0448579 0.0448585 0.0448501 0.0481183 -2.86722 -2.27267 -2.27321 -2.2732 -2.2732 -2.2732 -2.2732 -2.2732 -2.2732 -2.27321 -2.27266 -2.86721 0.920025 0.426693 0.468958 0.459989 0.460918 0.460481 0.460482 0.460918 0.459989 0.468959 0.426699 0.920042 0.244444 -0.243964 0.244026 -0.244026 0.244024 -0.245516 1 -0.245516 0.244024 -0.244026 0.244026 -0.243964 0.244444 1.15327e-08 -2.39605e-07 5.40836e-06 -0.000126084 0.00305343 -0.0771275 1 -0.0771275 0.00305341 -0.000126084 5.4084e-06 -2.39615e-07 1.14851e-08 
0 -150.839 -28.5369 6.32265 0.0501553 0.0467247 0.0467394 0.0467384 0.0467386 0.0467387 0.0467387 0.0467384 0.0467385 0.0467398 0.0467231 0.0501646 -2.87507 -2.27822 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27879 -2.27822 -2.87509 0.912183 0.421141 0.463375 0.454406 0.455335 0.454898 0.454898 0.455335 0.454406 0.463374 0.42114 0.91216 0.244172 -0.243671 0.243737 -0.243737 0.243735 -0.245298 1 -0.245298 0.243735 -0.243737 0.243737 -0.243671 0.244172 1.33613e-08 -2.70776e-07 5.96264e-06 -0.000135535 0.00320351 -0.0789507 1 -0.0789511 0.00320349 -0.000135535 5.96269e-06 -2.70778e-07 1.33229e-08 
0 -141.623 -28.7123 6.14724 0.0554886 0.0516454 0.0516628 0.0516617 0.0516617 0.0516618 0.0516619 0.0516619 0.0516617 0.0516632 0.0516392 0.0554947 -2.89432 -2.29184 -2.2925 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.29249 -2.2925 -2.29185 -2.89435 0.89293 0.407516 0.44967 0.440702 0.441631 0.441194 0.441194 0.441631 0.440702 0.449668 0.40751 0.892897 0.243452 -0.242894 0.242969 -0.242969 0.242967 -0.244722 1 -0.244722 0.242967 -0.242969 0.242969 -0.242894 0.243452 1.89086e-08 -3.60392e-07 7.5188e-06 -0.000161041 0.00360014 -0.083507 1 -0.0835072 0.00360015 -0.000161041 7.51879e-06 -3.60404e-07 1.88202e-08 
0 -122.428 -29.0812 5.77839 0.0686121 0.0637226 0.0637472 0.0637457 0.0637455 0.0637455 0.0637456 0.0637459 0.0637456 0.0637471 0.0637193 0.0686076 -2.93497 -2.32044 -2.3213 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.32129 -2.3213 -2.32044 -2.93498 0.85228 0.378924 0.420869 0.411903 0.412832 0.412396 0.412396 0.412832 0.411903 0.420868 0.378919 0.85227 0.241629 -0.240933 0.241032 -0.241031 0.241027 -0.243267 1 -0.243267 0.241027 -0.241031 0.241032 -0.240933 0.241629 3.94282e-08 -6.55718e-07 1.22829e-05 -0.000230311 0.0046056 -0.0935619 1 -0.0935618 0.00460563 -0.000230311 1.22828e-05 -6.5576e-07 3.91813e-08 
0 -92.9249 -29.6618 5.19771 0.0971772 0.0898816 0.0899261 0.0899236 0.0899241 0.0899251 0.0899232 0.0899255 0.0899234 0.0899267 0.0898853 0.097165 -2.99951 -2.3652 -2.36656 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36655 -2.36656 -2.3652 -2.99949 0.787742 0.33416 0.375603 0.366642 0.36757 0.367132 0.367135 0.367568 0.366643 0.375604 0.334158 0.787757 0.237445 -0.236451 0.236608 -0.236608 0.236601 -0.239946 1 -0.239945 0.236601 -0.236608 0.236608 -0.236452 0.237446 1.33443e-07 -1.73447e-06 2.77204e-05 -0.000409099 0.0069182 -0.111401 1 -0.111398 0.00691834 -0.000409084 2.77568e-05 -1.73442e-06 1.33228e-07 
0 -63.6899 -30.2828 4.57671 0.149343 0.137294 0.137389 0.137384 0.137384 0.137387 0.137383 0.137387 0.137384 0.137391 0.137303 0.149329 -3.06969 -2.41241 -2.41485 -2.41483 -2.41483 -2.41483 -2.41483 -2.41483 -2.41483 -2.41485 -2.41242 -3.06966 0.717563 0.286945 0.32732 0.318366 0.319293 0.318854 0.318859 0.319289 0.318367 0.32732 0.286943 0.717588 0.229197 -0.227676 0.227958 -0.227957 0.227943 -0.233458 1 -0.233455 0.227943 -0.227957 0.227957 -0.227677 0.229198 6.18408e-07 -5.74009e-06 7.70374e-05 -0.00082121 0.0115054 -0.136217 1 -0.136212 0.0115058 -0.000820942 7.71514e-05 -5.75419e-06 6.20661e-07 
